conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
1	gc-2011	1514	Elite Recruitment in National and International Settings	10097	Political, Business and Non-Profit Sectors: Network Embeddedness of Power Structures	Tetiana Kostiuchenko	"National University of ""Kyiv-Mohyla Academy"""
1	gc-2011	1514	Elite Recruitment in National and International Settings	10456	A Diachronic Perspective on Political Recruitment of Women in European Countries	Angela Movileanu	OPEN Think Tank
1	gc-2011	1514	Elite Recruitment in National and International Settings	10568	Interlocking Directorates in Poland. Global Corporate Culture and the Process of Shaping Local Corporate Elites	Joanna Szalacha	NA
1	gc-2011	1514	Elite Recruitment in National and International Settings	10569	Global Elite: A Myth of Reality?	Jan Pakulski	University of Tasmania
1	gc-2011	1514	Elite Recruitment in National and International Settings	7549	Turnover at the Micro Level: Leaving Regional Parliament (In)voluntarily	Bart Maddens	University of Leuven
1	gc-2011	1514	Elite Recruitment in National and International Settings	7549	Turnover at the Micro Level: Leaving Regional Parliament (In)voluntarily	Ine Vanlangenakker	University of Leuven
1	gc-2011	1514	Elite Recruitment in National and International Settings	8773	Does Specialisation Matter at the Top? Economic Ministers in Spain (1902-2012): A Framework for Analysis	Francisco-Javier Luque-Castillo	Universidad de Granada
1	gc-2011	1514	Elite Recruitment in National and International Settings	9033	The Formation of Post-War Elites	Felix Gerdes	Universität Hamburg
1	gc-2011	1514	Elite Recruitment in National and International Settings	9033	The Formation of Post-War Elites	Stephan Hensell	Universität Hamburg
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	10052	"The Career of International ""Indigenous"" Leaders in the UN : A Dynamical Process"	Stéphanie Guyon	Université de Paris I – Panthéon-Sorbonne
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	10323	"The Career Patterns of a ""Service Club"" Membership in Africa: The Case of Kenyan Rotarians"	Dominique Connan	Université de Paris I – Panthéon-Sorbonne
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	8748	The Politicisation of the EU Commission: New Challenges, New Professionals?	Anchrit Wille	Departments of Political Science and Public Administration, Universiteit Leiden
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	8802	Working, Partnering, and Parenting in France, Norway, and the United States	Jeremy Schulz	Cornell University
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	9408	All Roads Lead through Brussels? Career Ambition in the European Parliament	William Daniel	University of Nottingham
1	gc-2011	1515	Recruitment and Career Patterns of Global Elites	9676	The Wealthy After the Financial Crisis	Martin Schürz	NA
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	10522	Interregionalism and the Emergence of International Actors: ASEAN, the EU, and Mercosur	Jens-Uwe Wunderlich	Aston University
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	7718	How does Regionalism Unfold? Discussing the Relationships of Constitution and Causation Between Identity and Institutions	German Prieto	Pontificia Universidad Javeriana
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	8744	Democracy, Institutions and Peace in Sub-Saharan Africa	Sara Bonanni	Scuola Normale Superiore
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	8912	Personalisation: A Theoretical and Historical Account	Liesbet Zoonen	NA
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	8912	Personalisation: A Theoretical and Historical Account	Rosa Van Santen	University of Amsterdam
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	8933	Comparing Regional Integration in North and South: Trade Patterns and Regional Institutions around the Globe	Simon Fink	Georg-August-Universität Göttingen
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	8933	Comparing Regional Integration in North and South: Trade Patterns and Regional Institutions around the Globe	Sebastian Krapohl	University of Bamberg
1	gc-2011	1516	Theorising Regional Integration and Inter-Regionalism	9482	ASEM: Balancing New World Order	Vladimír Beroun	NA
1	gc-2011	1517	Classic Elite Theory, Global Democratic Governance and the Emergence of Global Elites	7345	Elite Theory, Multiglobal Democratic Governance and the Emergence of Global Elites. The Case of Prvate Groups	Sandra Rodrigues Balão	CAPP (P&G), ISCSP, Universidade de Lisboa, Portugal
1	gc-2011	1517	Classic Elite Theory, Global Democratic Governance and the Emergence of Global Elites	7576	Pareto''s Theory of Elite Cycles: A Reconsideration and Application	Jan Pakulski	University of Tasmania
1	gc-2011	1517	Classic Elite Theory, Global Democratic Governance and the Emergence of Global Elites	7576	Pareto''s Theory of Elite Cycles: A Reconsideration and Application	John Higley	University of Texas at Austin
1	gc-2011	1517	Classic Elite Theory, Global Democratic Governance and the Emergence of Global Elites	9272	Vertical and Horizontal Accountability of Global Elites: Some Theoretical Reflections and a Preliminary Research Agenda	Ursula Hoffmann-Lange	University of Bamberg
1	gc-2011	1517	Classic Elite Theory, Global Democratic Governance and the Emergence of Global Elites	9696	Is Internet Governance a Democratic Process ? Multistakeholderism and Transnational Elites	Jean-Marie Chenou	Université de Lausanne
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	10485	Breakdowns and Supreme Court: Trajectories of Institutional Change in Argentina and Brazil	Andrés Del Rio	NA
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	7192	Constitutional Courts and Democracy: Varying Patterns of Courts Role in Democratic Transition, Consolidation and Breakdown	Sylvain Brouard	Institut d'Études Politiques de Bordeaux
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	7192	Constitutional Courts and Democracy: Varying Patterns of Courts Role in Democratic Transition, Consolidation and Breakdown	Christoph Hönnige	Universität Hannover
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	8474	The Judicialisation of Politics in Albania; The role of Constitutional Court in the Democratisation Process	Teuta Vodo	Université Libre de Bruxelles
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	8688	Building Legitimate and Authoritative Courts: The Supreme Court of Argentina between 2003 and 2010	Gabriel Pereira	University of Oxford
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	8795	The Role of Courts in Formal Constitutional Change: Nicaragua and the Central American Court of Justice	Dante Gatmaytan	University of the Philippines, College of Law
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	9325	Approaches, Concepts, Incentives and Actors in Judicial Politics in Latin America	Silvia Inclan	NA
1	gc-2011	1518	Courts Under Non-Democratic Systems, Democratisation and Democratic Breakdown	9593	Courting Corruption: A Comparative Case Analysis of Political Signalling in the Prosecution of Corruption during Indonesia’s Democratic Transition	Samuel Clark	University of Oxford
1	gc-2011	1519	Formal Models in Political Science	7304	Accountability, openness and yardstick competition	Gábor Simonovits	New York University
1	gc-2011	1519	Formal Models in Political Science	9310	Killing Civilians to Win a War? On the Strategic Logic of One-Sided Violence in Civil War	Gerald Schneider	Universität Konstanz
1	gc-2011	1519	Formal Models in Political Science	9558	Interest Group Strategies in Bicameral Political Systems	Sebastian Koehler	Universität Konstanz
1	gc-2011	1519	Formal Models in Political Science	9598	Making choice in a nonlinear environment.	Rodolfo Ragionieri	NA
1	gc-2011	1519	Formal Models in Political Science	9678	The Role of the Trade Policy Committee in EU Trade Policy: A Political-Economic Analysis	Christophe Crombez	University of Leuven
