conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
5	gc-2013	1000	Intersectionality: A European Paradigm?	1863	Intersectionality From Above – Framing Muslim Headscarves in European Policy Debates	Birgit Sauer	University of Vienna
5	gc-2013	1000	Intersectionality: A European Paradigm?	1944	Intersectionality and the Politics of Feminist Alliances	Myra Marx Ferree	University of Wisconsin-Madison
5	gc-2013	1000	Intersectionality: A European Paradigm?	3281	Cutting Complexity to Secure a Future? The French and British Third Sector and Minority Women's Activism in Tough Times	Leah Bassel	University of Leicester
5	gc-2013	1000	Intersectionality: A European Paradigm?	3281	Cutting Complexity to Secure a Future? The French and British Third Sector and Minority Women's Activism in Tough Times	Akwugo Emejulu	University of Warwick
5	gc-2013	1000	Intersectionality: A European Paradigm?	4926	Intersectional Dialogues: Gender and Ethnic Diversity in Europe	Robert Sata	Central European University
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	3326	EU Borders Policy	Roderick Parkes	Polish Institute of International Affairs
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	3513	EU Wide Digital Security Measures: A Provocation Towards Popular Attitudes Between Security and Freedom	Mathias Bug	Universität der Bundeswehr München
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	3513	EU Wide Digital Security Measures: A Provocation Towards Popular Attitudes Between Security and Freedom	Sebastian Bukow	Heinrich-Boell-Foundation
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	4604	Contiguity, Contagion and Evolution in EU Citizenship and Integration	Dora Kostakopoulou	University of Warwick
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	4611	Organised Crime Policy in the European Union: An Institutional Perspective	Leticia Elias	Departments of Political Science and Public Administration, Universiteit Leiden
5	gc-2013	1001	Policy Change in the Area of Freedom, Security and Justice: How EU Institutions Matter	4611	Organised Crime Policy in the European Union: An Institutional Perspective	Arco Timmermans	Departments of Political Science and Public Administration, Universiteit Leiden
5	gc-2013	1002	Transnational Fisheries Governance	2976	The Regulatory Effects of Transnational Fisheries Governance	Agni Kalfagianni	Vrije Universiteit Amsterdam
5	gc-2013	1002	Transnational Fisheries Governance	2976	The Regulatory Effects of Transnational Fisheries Governance	Philipp Pattberg	Vrije Universiteit Amsterdam
5	gc-2013	1002	Transnational Fisheries Governance	3365	Mapping fragmentation: A Fisheye View on Global Fisheries Governance	Marija Isailovic	Vrije Universiteit Amsterdam
5	gc-2013	1002	Transnational Fisheries Governance	3365	Mapping fragmentation: A Fisheye View on Global Fisheries Governance	Oscar Widerberg	Vrije Universiteit Amsterdam
5	gc-2013	1002	Transnational Fisheries Governance	4526	Who Gets to Fish and How Much? Explaining Distribution Rules in Market-Based Fisheries Management	Eleni Dellas	Vrije Universiteit Amsterdam
5	gc-2013	1006	Political Psychology of Turkish Politics	1920	Emotions as a Determinant in Turkish Political Behaviour	Cengiz Erisen	Yeditepe University
5	gc-2013	1006	Political Psychology of Turkish Politics	3834	The Effects of Low Level of Emotional Attachments between the States: An Analysis of Turkish Foreign Policy Decisions	Tennur Katgi	Sabancı University
5	gc-2013	1006	Political Psychology of Turkish Politics	4883	Mapping the Political Behaviour of Turkish Citizens Under the Lens of the Affective, Cognitive and Motivational Determinants	Stavroula Chrona	Kings College London
5	gc-2013	1006	Political Psychology of Turkish Politics	4883	Mapping the Political Behaviour of Turkish Citizens Under the Lens of the Affective, Cognitive and Motivational Determinants	Tereza Capelos	University of Birmingham
5	gc-2013	1006	Political Psychology of Turkish Politics	5085	From 'Northern Iraq' to 'Iraqi Kurdistan': Turkey’s Changing Threat Perception Towards the (Iraqi) Kurds	Helin Sari Ertem	NA
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	1531	Embedded Politicisation: Contesting Europe in the Context of Denationalisation	Pieter De Wilde	Norwegian University of Science & Technology, Trondheim
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	1531	Embedded Politicisation: Contesting Europe in the Context of Denationalisation	Ruud Koopmans	WZB Berlin Social Science Center
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	1531	Embedded Politicisation: Contesting Europe in the Context of Denationalisation	Michael Zürn	WZB Berlin Social Science Center
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	2749	EU Citizens in the European Public Sphere(s): An Empirical Analysis of the Visibility of EU Citizens Across the 27 Member States	Stefanie Walter	Universität Bremen
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	2938	United by Disagreements?	Gabriella Szabó	Centre for Social Sciences, Hungarian Academy of Sciences
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	2938	United by Disagreements?	Zoltán Gábor Szucs	Centre for Social Sciences, Hungarian Academy of Sciences
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	3760	European Discourses on Managing the Greek Crisis: Denial, Distancing and Blaming	Sotirios Zartaloudis	University of Birmingham
5	gc-2013	1007	The European Public Sphere in Times of Crisis: Transnational Publics, Mobilisation and Accountability (Joint Panel ARENA - UNU CRIS)	3760	European Discourses on Managing the Greek Crisis: Denial, Distancing and Blaming	Dimitris Papadimitriou	University of Manchester
5	gc-2013	1008	Varieties of Capitalism: Historical Studies	1520	The Paradox of Power: Dismissal Protection in the First Half of the 20th Century	Patrick Emmenegger	Universität St Gallen
5	gc-2013	1008	Varieties of Capitalism: Historical Studies	1529	Varieties of Financial Accounting: An Historical Analysis of Britain, Germany and the Netherlands	Christine Trampusch	University of Cologne
5	gc-2013	1008	Varieties of Capitalism: Historical Studies	1530	Trade, Institutions and Social Policy in the Long Run	Johannes Lindvall	Lunds Universitet
5	gc-2013	1008	Varieties of Capitalism: Historical Studies	2341	Varieties of Capitalism During the 19th Century. Do They Exist ? Do They Explain Political Developments ?	Isabela Mares	Columbia University
5	gc-2013	1008	Varieties of Capitalism: Historical Studies	4542	Catholicism, Corporatism and Complementarities	josef Hien	European University Institute
5	gc-2013	1009	Politics of Care and Social Reproduction	2877	The Political of Care: Commodification and the Logic of Care	Tiina Vaittinen	Tampere University
5	gc-2013	1009	Politics of Care and Social Reproduction	2877	The Political of Care: Commodification and the Logic of Care	Hanna-Kaisa Hoppania	University of Helsinki
5	gc-2013	1009	Politics of Care and Social Reproduction	3238	Unveiling the Gendered Politics of Working Time – Polish Working Time Regimes, Po-litical Economic Transition and the Crisis in Social Reproduction	Ania Zbyszewska	University of Warwick
5	gc-2013	1009	Politics of Care and Social Reproduction	4027	The Role of the State in Global Care Chains	Elin Peterson	Stockholm University
5	gc-2013	1009	Politics of Care and Social Reproduction	4027	The Role of the State in Global Care Chains	Hanne Marlene Dahl	University of Roskilde
5	gc-2013	1009	Politics of Care and Social Reproduction	4228	Gender Equality and the Biopolitics of Reproduction	Jemima Repo	University of Newcastle
5	gc-2013	1009	Politics of Care and Social Reproduction	4644	The Contested Transformation of the Political Regulation of the Family: Biopolitics in Times of Crisis – The Case of Germany	Katharina Hajek	University of Vienna
5	gc-2013	1015	Social Movements and Civil Society	3098	The “Other Campaign” and “Other Possibilities” for the Mexican Left	Esra Akgemci	Ankara University
5	gc-2013	1015	Social Movements and Civil Society	4091	Social Movements, State and Indigenous Autonomy Demands in Bolivia	Rafaela N. Pannain	Brazilian Center for Analysis and Planning
5	gc-2013	1015	Social Movements and Civil Society	4639	The Process of Nation-Building, Social Conflict and Democracy: The Case of Bagua and Conga	Rocio del Pilar Verastegui Ledesma	GIGA Institute of Latin American Studies / Pontificia Universidad Católica del Perú - PUCP
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	2354	Interest Group Influence in International Governance: How Citizen Groups Derailed the Anti-Counterfeiting Trade Agreement	Andreas Dür	Universität Salzburg
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	2354	Interest Group Influence in International Governance: How Citizen Groups Derailed the Anti-Counterfeiting Trade Agreement	Gemma Mateo	Universität Salzburg
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	2675	The Emergence and Development of Global Interest Communities	Marcel Hanegraaff	University of Amsterdam
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	2675	The Emergence and Development of Global Interest Communities	Jan Beyers	Universiteit Antwerpen
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	3354	The Good, The Bad, and The Ugly? Policy Expertise and Advocacy in Global Governance	Sebastian Bödeker	WZB Berlin Social Science Center
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	3932	Does Transnational Actor Participation Affect Global Politics? Trust, Actor Influence, Democratic Quality and Problem-Solving Capacity in International Organisations	Hans Agné	Stockholm University
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	3932	Does Transnational Actor Participation Affect Global Politics? Trust, Actor Influence, Democratic Quality and Problem-Solving Capacity in International Organisations	Jonas Tallberg	Stockholm University
5	gc-2013	1016	Interest Groups in Global Governance: Mobilisation, Advocacy, and Influence	5033	Measuring Non-State Actor Influence in Processes of Normative Change	Cecilia Cannon	Graduate Institute of International and Development Studies
5	gc-2013	1017	The Euro Crisis and the Situation of Human Resources in the Europe of Knowledge	2041	Retention Strategies in Spanish Universities	Laura Cruz-Castro	Universidad Autònoma de Madrid – Instituto de Políticas y Bienes Públicos del CSIC
5	gc-2013	1017	The Euro Crisis and the Situation of Human Resources in the Europe of Knowledge	2041	Retention Strategies in Spanish Universities	Luis Sanz-Menéndez	Universidad Autònoma de Madrid – Instituto de Políticas y Bienes Públicos del CSIC
5	gc-2013	1017	The Euro Crisis and the Situation of Human Resources in the Europe of Knowledge	4387	Career Paths of the Chinese Highly Skilled Migrants in the United Kingdom and Spain: What Happens to the Talents That Stay?	Joanna Jasiewicz	Institut Barcelona d'Estudis Internacionals – IBEI
5	gc-2013	1018	Sustainable Development After Rio+20: Postmortem or Rebirth?	15773	The Future We Get Might Not Be the Future We Want: Analysing the Rio+20 Outcomes	Ayşem Mert	Vrije Universiteit Amsterdam
5	gc-2013	1018	Sustainable Development After Rio+20: Postmortem or Rebirth?	4316	ENGOs and the Public: Alternatives to the Lack of International Leadership	Katia Vladimirova	Université Libre de Bruxelles
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	3123	Cross-Regional Inequality and the Social Contract in Russia and China	Thomas Remington	Emory University
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	3514	Decentralise but not Federalise: Authoritarian Pattern of Regional Policy	Andrey Starodubtsev	University of Helsinki
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	4671	Recruitment and Turnover of Russian Governors, 1993-2012	Elena Semenova	Freie Universität Berlin
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	4910	Combining 'Vertical of Power' With 'Modernisation Breakthrough': A New Revival for the International Contacts of Russian Regions? (The Cases of Irkutsk Region and Republic of Buryatia)	Elizaveta Matveeva	Irkutsk State University
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	4910	Combining 'Vertical of Power' With 'Modernisation Breakthrough': A New Revival for the International Contacts of Russian Regions? (The Cases of Irkutsk Region and Republic of Buryatia)	Ilya Oleinikov	Irkutsk State University
5	gc-2013	1020	Federalism in Authoritarian Regimes: The Case of Russia	4910	Combining 'Vertical of Power' With 'Modernisation Breakthrough': A New Revival for the International Contacts of Russian Regions? (The Cases of Irkutsk Region and Republic of Buryatia)	Yulia Elokhina	Irkutsk State University
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	2222	Reconceptualising Transitional Justice: Lessons from Colombia	Jemima García-Godos	Universitetet i Oslo
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	2539	From Impunity to Accountability in Latin America: An Analytical Framework	Elin Skaar	Chr. Michelsen Institute
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	2539	From Impunity to Accountability in Latin America: An Analytical Framework	Jemima García-Godos	Universitetet i Oslo
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	3634	Memory and Youth Activism in the Post-Conflict Balkans: The Lost Generation's Powerful Tweets	Arnaud Kurze	Sciences Po Paris
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	4403	Making the Sum More Than its Parts: Civil Society and the Rule of Law in Transitional Justice	Julie Broome	School of Oriental and African Studies
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	4974	Transitional Justice Entrepreneurs and Victims’ Agency: The Case of Kosovo	Anna Di Lellio	New York University
5	gc-2013	1021	Human Rights Violations and Transitional Justice: A Critical Analysis of the Evolution of a Field	5134	Challenging Impunity in Domestic Courts: Human Rights Prosecutions in Latin America	Jo-Marie Burt	George Mason University
5	gc-2013	1022	New Anti-Establishment Parties in the Mainstream	1776	Online and Offline: Mobilisation and Movement Organisation in the Movimento Cinque Stelle	Giuliano Bobba	Università degli Studi di Torino
5	gc-2013	1022	New Anti-Establishment Parties in the Mainstream	2322	Ordinary People in Extraordinary Times: Anti-Party as Transient Aberration or a Trendsetter in Slovakia’s Party Politics?	Peter Ucen	Impacful, s.r.o. (IČO: 50 654 390 DIČ: 212 0411 337)
5	gc-2013	1022	New Anti-Establishment Parties in the Mainstream	3361	Anti-Establishment Reform Parties in Bulgaria: A Decade of Dominant Rhetoric	Blagovesta Cholova	Université Libre de Bruxelles
5	gc-2013	1022	New Anti-Establishment Parties in the Mainstream	3596	A Populist Challenge to Czech Party Politics? The Public Affairs Political Party and the 2010 Parliamentary Elections	Vlastimil Havlik	Masaryk University
5	gc-2013	1022	New Anti-Establishment Parties in the Mainstream	4791	Understanding the Electoral Rise of the Five Star Movement in Italy	Nicola Maggini	Dipartimento di Scienze Politiche e Sociali, Università di Firenze
5	gc-2013	1025	Electoral Observation Missions in Promoting Democracy: Do they Work?	1714	Deterring Electoral Fraud: Domestic Observers in Nigeria’s 2011 Elections	Nkwachukwu Orji	German Institute of Global And Area Studies
5	gc-2013	1025	Electoral Observation Missions in Promoting Democracy: Do they Work?	2265	Why do Electoral Observation Missions Occur? Some Possible Explanations	Rubén Ruiz-Rufino	Kings College London
5	gc-2013	1025	Electoral Observation Missions in Promoting Democracy: Do they Work?	3480	Outcomes of Electoral Observation Missions: Are They Relevant for the EU?	Sigita Urdze	Technische Universität Darmstadt
5	gc-2013	1025	Electoral Observation Missions in Promoting Democracy: Do they Work?	3791	The Practice of International Election Observation as a Model of International Governmentality	Viktoria Thomson	Carleton University
5	gc-2013	1026	Boundaries of the Europe of Knowledge	3000	Identity and Power in the European Union's Foreign Relations: The External Dimension of the Bologna Process	Hila Zahavi	Ben-Gurion University of the Negev
5	gc-2013	1026	Boundaries of the Europe of Knowledge	3146	EU Higher Education Reforms as Soft Power in Neighbouring Countries: A Projection of Influence by Compelling Means	Eva María Reina Botonero	Vrije Universiteit Brussel
5	gc-2013	1026	Boundaries of the Europe of Knowledge	4184	With and Without Borders – Developing Instruments for Lifelong Learning in Europe	Mari Elken	Nordic Institute for Studies in Innovation, Research and Education
5	gc-2013	1028	Europe: A Sleeping Giant in Domestic Politics?	2005	Euroscepticism among EU Architects? A Longitudinal Analysis of Mainstream Parties	Simon Maag	Universität Bern
5	gc-2013	1028	Europe: A Sleeping Giant in Domestic Politics?	2218	Europe in Campaign (Spain Election 2011)	Cristina Ares Castro-Conde	Universidad Santiago de Compostela
5	gc-2013	1028	Europe: A Sleeping Giant in Domestic Politics?	3327	How the EU Enters Domestic Agendas. European Integration, Political Parties and the Media in France, Germany and the UK (1990-2012)	Isabelle Guinaudeau	NA
5	gc-2013	1029	Joint Decision-Making in Comparison – Retrenchment of Subnational Competences or Essential for Policy-Making?	1832	Joint-Decision Traps Down Under:  The Case of Australian Federalism	Andrew Banfield	Australian National University
5	gc-2013	1029	Joint Decision-Making in Comparison – Retrenchment of Subnational Competences or Essential for Policy-Making?	2511	Balancing Unity and Diversity: Exit and Voice in the EU and in Federal States	Christiane Kasack	Hertie School of Governance
5	gc-2013	1029	Joint Decision-Making in Comparison – Retrenchment of Subnational Competences or Essential for Policy-Making?	2511	Balancing Unity and Diversity: Exit and Voice in the EU and in Federal States	Markus Jachtenfuchs	Hertie School of Governance
5	gc-2013	1029	Joint Decision-Making in Comparison – Retrenchment of Subnational Competences or Essential for Policy-Making?	4065	Horizontal and Vertical Dimensions of Joint Decision Making: A Comparative Study of Public Safety Across Nine Federations	Christian Leuprecht	Royal Military College of Canada
5	gc-2013	1029	Joint Decision-Making in Comparison – Retrenchment of Subnational Competences or Essential for Policy-Making?	4065	Horizontal and Vertical Dimensions of Joint Decision Making: A Comparative Study of Public Safety Across Nine Federations	Mario Kölling	Universidad Nacional de Educación a Distancia – UNED, Madrid
5	gc-2013	1030	Territorial Politics and Multi-Level Policy-Making: The Case of Climate Change	2454	How Regions Contribute to Belgium's International Climate Policy: A Comparison of Belgian and Canadian Multi-Level Climate Politics	Grégoire Gayard	Université Panthéon-Assas (Paris 2), Centre Thucydide
5	gc-2013	1030	Territorial Politics and Multi-Level Policy-Making: The Case of Climate Change	2798	The Commission Coordinating Climate Change Policies: An Opportunity for the Autonomous Communities or an Instrument of the State to Control them?	Marta Pérez Gabaldón	CEU-Cardenal  Herrera University
5	gc-2013	1030	Territorial Politics and Multi-Level Policy-Making: The Case of Climate Change	3553	Climate Change Policy and Multi-Level Governance in a Devolved UK	Elin Royles	Aberystwyth University
5	gc-2013	1030	Territorial Politics and Multi-Level Policy-Making: The Case of Climate Change	3553	Climate Change Policy and Multi-Level Governance in a Devolved UK	Nicola McEwen	University of Edinburgh
5	gc-2013	1030	Territorial Politics and Multi-Level Policy-Making: The Case of Climate Change	3637	The Territorial Politics of Climate Policy in Canada and Australia	Luc Juillet	University of Ottawa
5	gc-2013	1033	Post-Growth Politics	1717	The Limits to Post-Growth: Nature and Democracy in the Anthropocene	Manuel Arias-Maldonado	Universidad de Granada
5	gc-2013	1033	Post-Growth Politics	3494	How can Sustainability be Governed? Analysis of Five Cases of Environmental Governance in Socio-Environmental Conflicts	Jone Martnez Palacios	University of the Basque Country
5	gc-2013	1033	Post-Growth Politics	3494	How can Sustainability be Governed? Analysis of Five Cases of Environmental Governance in Socio-Environmental Conflicts	Iñaki Barcena Hinojal	University of the Basque Country
5	gc-2013	1033	Post-Growth Politics	3682	Energy Sobriety Policies: Territorialisation and Institutionalisation at a Regional Level	Bruno Villalba	Institut d'Études Politiques de Lille
5	gc-2013	1033	Post-Growth Politics	4706	Post-Energy-Growth: Governing Within Environmental Limits	Mathilde Szuba	Université de Paris I – Panthéon-Sorbonne
5	gc-2013	1033	Post-Growth Politics	4992	Democracy Without Growth?	Luc Semal	CESCO - Muséum national d'Histoire naturelle, Paris.
5	gc-2013	1033	Post-Growth Politics	4992	Democracy Without Growth?	Dominique Bourg	Université de Lausanne
5	gc-2013	1035	Governance and Management at Universities	3244	For Love or for Money? What Motivates University Scholars?	Poul Erik Mouritzen	Department of Political Science & Public Management, University of Southern Denmark
5	gc-2013	1035	Governance and Management at Universities	3919	Policy Regimes, Governance and the Transformation of European Universities	Ivar Bleiklie	Universitetet i Bergen
