conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
49	js-2004	2137	International Organisations and Policy Implementation	13641	Beyond the Carrot and Stick: (How) Do State Reporting Procedures Matter?	Thomas Conzelman	DARMSTADT, Technische Universität
49	js-2004	2137	International Organisations and Policy Implementation	13642	Comparing Governance of International Organisations: The EU, the OECD and Educational Policy	Kerstin Martens	BREMEN, Universität
49	js-2004	2137	International Organisations and Policy Implementation	13643	Comparing Governance of Ios: The EU, the OECD and Educational Policy	Carolin Balzer	BREMEN, Universität
49	js-2004	2137	International Organisations and Policy Implementation	13644	Hard Cases and Improving Governance: Civil Service Reforms in the Russian Federation	Pat Gray	LONDON METROPOLITAN UNIVERSITY
49	js-2004	2137	International Organisations and Policy Implementation	13645	How is the Global State Formed? Internationalization of Global Norms in Local Institutions: The Case of Bank Supervision in Hungary and Slovenia	Dóra Piroska	BUDAPEST, Central European University
49	js-2004	2137	International Organisations and Policy Implementation	13646	Intergovernmental treart secretariats and policy implementation: what role for bureaucracy?	Stefan Bauer	BERLIN, Freie Universität
49	js-2004	2137	International Organisations and Policy Implementation	13647	International Organisations, Blacklisting and Tax Haven Regulation	Jason Sharman	GRIFFITH UNIVERSITY
49	js-2004	2137	International Organisations and Policy Implementation	13648	International Organizations and Policy Implementation: Pieces of the Puzzle	Jutta Joachim	Aalborg Universitet
49	js-2004	2137	International Organisations and Policy Implementation	13649	International Sources of Domestic Policy: Europe and Latvia in the Context of Minority Rights	David Galbreath	LEEDS, University of
49	js-2004	2137	International Organisations and Policy Implementation	13650	Internet Policy Implementation and the Interplay between Global and Regional Levels	Seamus Simpson	University of Salford
49	js-2004	2137	International Organisations and Policy Implementation	13651	IOs and Anti-Corruption Norms	Veronique Pujas	GRENOBLE, Université de
49	js-2004	2137	International Organisations and Policy Implementation	13652	JUDICIAL PINCERS, POLITICAL BOOMERANG:SUPRANATIONAL ENFORCEMENT OF EUROPEAN LEGISLATION CONCERNING GENDER EQUALITY	Anna Van Der Vleuten	Radboud Universiteit Nijmegen
49	js-2004	2137	International Organisations and Policy Implementation	13653	Labour law supervision and enforcement by EU and ILO: Is there one international implementation system?	Miriam Hartlapp	Freie Universität Berlin
49	js-2004	2137	International Organisations and Policy Implementation	13654	Ripples in a Rising Tide: Why Some EU Regions Receive More Structural Funds than Others	Thilo Bodenstein	Central European University
49	js-2004	2137	International Organisations and Policy Implementation	13655	The Achilles Heel of European Regulation” The Commission’s Neglect of Enforcement	Esther Versluis	MAASTRICHT UNIVERSITEIT
49	js-2004	2137	International Organisations and Policy Implementation	13656	The Amnesty International Model and its Contribution to the Implementation Process of International Organizations	Bob Reinalda	Radboud Universiteit Nijmegen
49	js-2004	2137	International Organisations and Policy Implementation	13657	The Inter-American Commission of Women and the Promulgation of Women’s Suffrage Laws in the Americas	Ann Towns	GÖTEBORGS UNIVERSITET
49	js-2004	2137	International Organisations and Policy Implementation	13658	Welfare Associations as Potential Actors in the OMC: The Case of German Welfare Policy	Katrin Toens	HAMBURG, Universität
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13659	Civil Society, Party Politics and Government in Romania	Daniel Barbu	University of Bucharest
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13660	Cleavages and Political Parties in Latvia since 1990	Andris Runcis	LATVIA, University of
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13661	Disaffected New Democracies? Identities, Institutions and Civic Engagement in Post-Communist Europe	Hubert Tworzecki	Emory University
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13662	"Divisions Count, but Personalities Decide?

Cleavage Crystallisation and Mass-Elite Linkages in the Baltic Countries"	Kjetil Duvold	Dalarna University
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13663	Factors of Convergence and Divergence between social-democratic parties in East-Central Europe and West European Social Democracy	Petia Gueorguieva	BRUSSEL, Vrije Universiteit
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13664	Interest Framing Strategies of Centre-Right Parties in East Central Europe	Sean Hanley	University College London
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13665	Looking for a New Representation. The Case of Polish Farmers	Katarzyna Czernicka	LILLE,  Institute of Political Studies
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13666	Opinion and attitudes about the European integration. The case of the Czech Republic	Maria Fernández De La Puente	MADRID, Universidad Complutense de
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13667	Party Financing Regimes and Emergence of New Parties’ Patterns of Emergence in Latvia and Estonia	Allan Sikk	University College London
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13668	Political discourses about the political representation of “civil society” in Poland	Jean Petaux	BORDEAUX, Institut d’Etudes politiques de
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13669	Political Parties and State Bureaucracy in Postcommunist Regimes	Alexandra Ionescu	BUCHAREST, University of
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13670	Political Parties and the Representation of Social Interests in Central Europe	Paul Lewis	The Open University
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13671	Political Representation of Social Interests and Russian Party Politics	Elena Meleshkina	MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS (MGIMO)
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13672	Political representations of land property in Romania	Karin Dawidson	UPPSALA UNIVERSITET
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13673	The Crisis of the First Post-communist Party System in Bulgaria	Georgi Karasimeonov	SOFIA, University of
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13674	The Europeanization of the ECE Social Democracy. The case of HSP in an ECE context	Attila Ágh	Corvinus University of Budapest
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13675	The Political Representation of Social Interests in Upper Silesia (Poland)	Hakim Aissaoui	BORDEAUX, Institut d’Etudes politiques de
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13676	The Representation of Women in Political Parties in Central and Eastern Europe	Richard Matland	HOUSTON, University of
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13677	The Source of Anti-EU Vote: A Mass -Based Preference or a Product of Party Politics?	Marietta Arki	BUDAPEST, Central European University
49	js-2004	2138	The Political Representation of Social Interests in Central and Eastern Europe	13678	The strategy of the National Salvation Front to build popular unity as the basis of consent through the cooptation of revolutionary and anti-Ceausescu symbolism.	Kevin Adamson	ESSEX, University of
49	js-2004	2139	New Parties in Government	13679	“Miscasting Politicians in the Netherlands. What remains of the fellowship of Pim Fortuyn after a brief ruling time?”	Christian-Pierre Ghillebaert	LILLE, Institute of Political Studies
49	js-2004	2139	New Parties in Government	13680	A taste of honey is worse than no taste at all? New parties stuck between office and opposition in Sweden and New Zealand, 1998-2002	Tim Bale	Queen Mary, University of London
49	js-2004	2139	New Parties in Government	13681	Almost in Government, But Not Quite: The Swedish Greens, Bargaining Constraints and the Rise of Contact Parliamentarism	Nicholas Aylott	Södertörn University
49	js-2004	2139	New Parties in Government	13682	Are the Green Parties still different? Comparison of the governmental participation of the green parties The case of England, France and Sweden	Guillaume Duseigneur	LILLE,  Institute of Political Studies
49	js-2004	2139	New Parties in Government	13683	Being in government: a point to instability	Ionut Ciobanu	DIMITRIE CANTEMIR University
49	js-2004	2139	New Parties in Government	13684	Electoral Fate of New Parties: Effects of Government Participation in Comparative Perspective	Airo Hino	ESSEX, University of
49	js-2004	2139	New Parties in Government	13685	Greens in a rainbow	Pascal Delwit	Université Libre de Bruxelles
49	js-2004	2139	New Parties in Government	13686	Include, Exclude or Coopt: How Political Parties Affect Public Opinion towards New Minorities in Western Europe	Elisabeth Ivarsflaten	Universitetet i Bergen
49	js-2004	2139	New Parties in Government	13687	Independents in government: a case-study of Ireland	Liam Weeks	DUBLIN TRINITY COLLEGE, University of
49	js-2004	2139	New Parties in Government	13688	Meteoric Rise: Res Publica in Estonia, 2001-2004	Per Arnt Pettersen	BODØ REGIONAL UNIVERSITY
49	js-2004	2139	New Parties in Government	13688	Meteoric Rise: Res Publica in Estonia, 2001-2004	Rein Taagepera	University of Tartu
49	js-2004	2139	New Parties in Government	13689	Moving from Movement to Government: Greens in Finland	Niklas Wilhelmsson	HELSINKI, University of
49	js-2004	2139	New Parties in Government	13690	"New Parties Between Votes, Office and Policy 

The Liability of Small Size"	Nicole Bolleyer	University of Exeter
