conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
95	gc-2016	4719	Economic Justice: A Structural Perspective	27951	What could be wrong with a mortgage? Private Debt from a perspective of structural injustice	Lisa Herzog	Rijksuniversiteit Groningen
95	gc-2016	4719	Economic Justice: A Structural Perspective	27952	A Structural Approach to Workers’ Rights	Elizabeth Kahn	Durham University
95	gc-2016	4719	Economic Justice: A Structural Perspective	27953	Justice in Labour Market Design	Tom Parr	University of Essex
95	gc-2016	4719	Economic Justice: A Structural Perspective	27953	Justice in Labour Market Design	Andrew Walton	University of Newcastle
95	gc-2016	4719	Economic Justice: A Structural Perspective	29969	Feminism and Basic Income	Anca Gheaus	Universitat Pompeu Fabra
95	gc-2016	4721	Cosmopolitan Citizenship and Educational Politics	28046	Postpolitical consumer education or repoliticization of transnational civil societies?	Andreas Eis	Universität Kassel
95	gc-2016	4721	Cosmopolitan Citizenship and Educational Politics	28046	Postpolitical consumer education or repoliticization of transnational civil societies?	Claire Moulin-Doos	NA
95	gc-2016	4721	Cosmopolitan Citizenship and Educational Politics	28047	The educational politics of citizenship education and the cosmopolitan promise	Andrea Szukala	Westfälische Wilhelms-Universität Münster
95	gc-2016	4721	Cosmopolitan Citizenship and Educational Politics	29217	Antecedents of Intercultural and cross national competence among Danish and Norwegian students in school?!	Trond Solhaug	Norwegian University of Science & Technology, Trondheim
95	gc-2016	4721	Cosmopolitan Citizenship and Educational Politics	30381	The Normative Claim for Cosmopolitanism in German Schoolbooks	Jan Weyland	Westfälische Wilhelms-Universität Münster
95	gc-2016	4734	Legitimising EU Governance under Crisis Conditions: Between the Classic Community Method and New Forms of Differentiation	28178	The differentiated European 'demos'	Boglarka Koller	University of Public Service
95	gc-2016	4734	Legitimising EU Governance under Crisis Conditions: Between the Classic Community Method and New Forms of Differentiation	28179	Disorientegration - Encoded Weakening of the European Integration?	Oliver Kovacs	University of Public Service
95	gc-2016	4734	Legitimising EU Governance under Crisis Conditions: Between the Classic Community Method and New Forms of Differentiation	28180	The EU's unstable leadership constellation: From bipolarity to variable geometry and German part-time hegemony	Christian Schweiger	Technische Universität Chemnitz
95	gc-2016	4734	Legitimising EU Governance under Crisis Conditions: Between the Classic Community Method and New Forms of Differentiation	28181	The Mediterranean policy of the EU after the Arab Spring, and the renewed ENP	Anna Molnár	University of Public Service
95	gc-2016	4734	Legitimising EU Governance under Crisis Conditions: Between the Classic Community Method and New Forms of Differentiation	28779	What Doesn't Kill EU Makes EU Stronger	Tamás Szemlér	National University of Public Service, Budapest
