conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
14	gc-2014	2326	Legislative Organisation 1: Legislative Parties – Internal Organisation, Cohesion, Discipline	21150	The Impact of Party-Switching on Legislative Behaviour in the European Parliament	Fabio Sozzi	Università degli Studi di Genova
14	gc-2014	2326	Legislative Organisation 1: Legislative Parties – Internal Organisation, Cohesion, Discipline	21172	Party Discipline and Ideological Outliers in The Belgian Chamber From 2007 to 2010	Ferdinand Teuber	Université catholique de Louvain
14	gc-2014	2336	New Trends in Gender and Citizenship in the EU	16786	Gender, Citizenship and Multicultural Europe: The Challenge to Political Agency for Muslim Women	Victoria Montgomery	Queen's University Belfast
14	gc-2014	2336	New Trends in Gender and Citizenship in the EU	16787	Gender, Nationalism and Citizenship in Conflict Europe	Maria Adriana Deiana	Queen's University Belfast
14	gc-2014	2336	New Trends in Gender and Citizenship in the EU	16788	Does Mobility Across Europe Enhance or Impede Citizenship?	Yvonne Galligan	Queen's University Belfast
14	gc-2014	2336	New Trends in Gender and Citizenship in the EU	20057	Sharia Courts and Arbitral Tribunals in United Kingdom	Irene Briones	Universidad Complutense de Madrid
14	gc-2014	2362	Innovative Approaches to Foreign Policy Role Contestation	17068	Agents in Normative Structures: A Comparative Study of Role Contestation and Socialisation	Juliet Kaarbo	University of Edinburgh
14	gc-2014	2362	Innovative Approaches to Foreign Policy Role Contestation	17069	Domestic Role Contestation and Role Selection in Israel	Klaus Brummer	Friedrich-Alexander Universität Erlangen-Nürnberg
14	gc-2014	2362	Innovative Approaches to Foreign Policy Role Contestation	17070	Emerging Powers, Role Contestation and Conflict Behaviour: Is There a Renewed Russia Threat?	Cameron Thies	Arizona State University
14	gc-2014	2362	Innovative Approaches to Foreign Policy Role Contestation	17071	Digraph and Game Theory Models of Role Contestation	Stephen G. Walker	NA
14	gc-2014	2366	Foreign Policy Role-Making, and Taking in Regional and Global Environments	17197	The Frontiers of Competitive Identity: A Role Theoretic Approach	Leslie Wehner	University of Bath
14	gc-2014	2366	Foreign Policy Role-Making, and Taking in Regional and Global Environments	22609	Temporality and Othering in Role Theory: The Czech EU Policy	Vít Beneš	Institute of International Relations
14	gc-2014	2387	Recognising and Reforming the Global Democratic System	17436	Mass Publics in Transnational Deliberative Systems	James Bohman	Saint Louis University
14	gc-2014	2387	Recognising and Reforming the Global Democratic System	17437	Regime Complexity and Deliberative Systems	Jonathan Kuyper	Queen's University Belfast
14	gc-2014	2387	Recognising and Reforming the Global Democratic System	17438	On the Two-Level Structure of Inclusive Transnational Democratic Publics	Melissa Williams	University of Toronto
14	gc-2014	2387	Recognising and Reforming the Global Democratic System	17439	How Do We Tell Whether a System is Democratic?	Sofia Näsström	Uppsala Universitet
14	gc-2014	2387	Recognising and Reforming the Global Democratic System	17440	Representing Transnational Constituencies in the Global Democratic System	Chris Tenove	University of British Columbia
14	gc-2014	2403	Judicial Empowerment and Political Regimes	16827	Transnational Elite Networks and the Dormancy of Parliaments: The Causes of Judiciary Empowerment in Central and Eastern Europe	Cristina Parau	University of Oxford
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17589	The Roberts Court and Regime Politics in the US	Cornell Clayton	Washington State University
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17589	The Roberts Court and Regime Politics in the US	Mitch Pickerill	Northern Illinois University
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17590	After the Revolution: How Regime Politics Constrain Judicial Independence in Australia	Jason Pierce	NA
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17590	After the Revolution: How Regime Politics Constrain Judicial Independence in Australia	Rebecca Gill	University of Nevada Las Vegas
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17590	After the Revolution: How Regime Politics Constrain Judicial Independence in Australia	David Weiden	Metropolitan State University of Denver
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17591	Electoral Politics and The Canadian Supreme Court	Emmett Macfarlane	University of Waterloo
14	gc-2014	2403	Judicial Empowerment and Political Regimes	17592	Judicial Power and Regime Politics in France	Sylvain Brouard	Institut d'Études Politiques de Bordeaux
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17604	The Role of the Internet in Political Campaigns in Germany: The Federal Election 2013	Andreas Jungherr	Universität Konstanz
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17621	Professionals’ Understanding of Professional Campaigning in Europe	Karolina Koc Michalska	Sciences Po Paris
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17621	Professionals’ Understanding of Professional Campaigning in Europe	Darren Lilleker	Bournemouth University
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17621	Professionals’ Understanding of Professional Campaigning in Europe	Jens Tenscher	Universität Hamburg
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17622	First- and Second-Order Professionalism	Jens Tenscher	Universität Hamburg
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17622	First- and Second-Order Professionalism	Annemarie Walter	University of Nottingham
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17622	First- and Second-Order Professionalism	Darren Lilleker	Bournemouth University
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17623	Professional Campaigning Online: The Role of New Media as Campaign Platforms	Vaclav Stetka	Charles University
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17623	Professional Campaigning Online: The Role of New Media as Campaign Platforms	Darren Lilleker	Bournemouth University
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17623	Professional Campaigning Online: The Role of New Media as Campaign Platforms	Jens Tenscher	Universität Hamburg
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17623	Professional Campaigning Online: The Role of New Media as Campaign Platforms	Carlos Jalali	Universidade de Aveiro
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17624	Adding or Weighting? Alternatives to Measure Parties’ Campaign Professionalism	Juri Mykkänen	University of Helsinki
14	gc-2014	2411	Political Parties’ Campaign Professionalism Compared	17624	Adding or Weighting? Alternatives to Measure Parties’ Campaign Professionalism	Jens Tenscher	Universität Hamburg
14	gc-2014	2414	Imperfect Duties and Political Theory	17639	No Consolidation: Why Imperfect Duties Cannot be Converted into Perfect Ones	Saladin Meckled-Garcia	University College London
14	gc-2014	2414	Imperfect Duties and Political Theory	17647	The Impossibility of Converting Imperfect to Perfect Duties	Simon Hope	University of Stirling
14	gc-2014	2414	Imperfect Duties and Political Theory	21189	In Need of Conceptual Clarification – Imperfect Duties, Perfect Duties and Rights	Hubert Schnüriger	University of Basel
14	gc-2014	2414	Imperfect Duties and Political Theory	22599	An Analysis of The Nature of The Duties Imposed by Systemic Human Rights Violations	Elizabeth Ashford	University of St Andrews
14	gc-2014	2422	Stable Institutions and Policy Change	17656	Harmonising Europe's Education Policy	Sharon Feeney	Dublin Institute of Technology
14	gc-2014	2422	Stable Institutions and Policy Change	17657	Institutions and Morality Policy Change	Donley Studlar	University of Strathclyde
14	gc-2014	2422	Stable Institutions and Policy Change	17658	The Fragile Wings of Concord: The Role of Ambiguity in Redefining Contemporary French Prostitution Policy	John Hogan	Dublin Institution of Technology
14	gc-2014	2422	Stable Institutions and Policy Change	17658	The Fragile Wings of Concord: The Role of Ambiguity in Redefining Contemporary French Prostitution Policy	Emily St Denny	University of Copenhagen
14	gc-2014	2422	Stable Institutions and Policy Change	22039	Explaining Judicial Impact on Policy Change Using Critical Framing Analysis	Ewen McIntosh	University of Edinburgh
14	gc-2014	2425	Theorising Indian Foreign Policy	17668	Advocacy Coalitions and the Shaping of India’s Contemporary Afghan Policy	Avinash Paliwal	Kings College London
14	gc-2014	2425	Theorising Indian Foreign Policy	17669	Analysing Diplomatic Practices to Understand Foreign-Policy Behaviour: A Sociological Approach to India’s Diplomacy in a Changing World	Melissa Levaillant	Sciences Po Paris
14	gc-2014	2425	Theorising Indian Foreign Policy	17671	The Historiography of Indian Foreign Policy	SWAPNA KONA	Kings College London
14	gc-2014	2427	Political Parties and the EU	17677	Still Europeanists? A Careful Look at Mainstream Parties’ EU Positions	Simon Maag	Universität Bern
