conference_id	conference	panel_id	panel	paper_id	paper	author	affiliation
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10806	The gender gap among local representatives: a potential for local development?	Dubravka Jurlina Alibegovic	NA
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10808	The Role of Councillors in Small Municipalities in the Czech Republic. Between Politicians, Development Workers and Informal Leaders	Josef Bernard	ACADEMY OF SCIENCES OF THE CZECH REPUBLIC
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10810	The institutionalisation of the councillor role	Pieter-Jan Klok	Universiteit Twente
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10811	Party politics and the councillor: Exploring tensions within local democracy	Colin Copus	De Montfort University
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10812	The Impact of Local Government Reform on the Role of the Councillor: The New Zealand Experience	Jean Drage	University of Canterbury, New Zealand
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10813	Municipal councilors as interest mediators: Dilemmas and choices	Panagiotis Getimis	Technische Universität Darmstadt
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10814	Councilors as members of a representative body within the ‘three worlds of democratic action’	Hubert Heinelt	Technische Universität Darmstadt
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10815	Interactivity in political representation. Normative implications and empirical findings	Martin Karlsson	University of Örebro
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10816	Exploring the invisible frontier within local councils	Eric Kerrouche	BORDEAUX, Institut d'Etudes Politiques de
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10817	Local Councillors and new participatory instruments. A European comparative study	Norbert Kersting	NA
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10818	The political power of local councilors – the importance of institutional positions, personal experience and institutional context	Ulrik Kjær	Department of Political Science & Public Management, University of Southern Denmark
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10819	Comparing Local Politics in Europe in the 21st century. An empirical discussion of local government typologies	Daniel Kübler	ZURICH, University of
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10820	Exploring The Roles Of Local Councillors In Spain: A Unique Legal Framework For A Wide Range Of Performance Options	Jaume Magre	Universitat de Barcelona
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10821	Councilors in Executives. Distinctive perceptions of European councilors in executives towards local administration and administrative reforms	Carmen Navarro	Universidad Autònoma de Madrid – Instituto de Políticas y Bienes Públicos del CSIC
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10822	Do changing institutions matter? The role of the local councillors in Flanders after the local government reform	Ellen Olislagers	University of Hasselt, Belgium
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10824	Attitudes of Local Councilors towards Local Governance Reforms – Cross-National and Intra-National Contextual Variations	Eran Razin	Hebrew University of Jerusalem
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10825	Executives and councillors - power gap or different roles?	Dan Rysavy	PALACKY University
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10827	New Public Management and democracy. Analyses of attitudes and behavior among councillors in European local governments	Signy Irene Vabo	Universitetet i Oslo
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10828	Local councillors in a hybrid democracy. A study of local democracy and its reforms in Belgium	Tom Verhelst	Ghent University
55	js-2010	1949	The Developing Role of the Councillor in a Comparative European Context:  Attitudes, Assumptions and Perceptions towards Aspects of Local Democracy	10829	Does centralization to larger regions change the perception of influence among councillors? The developing role of the councillor in Danish Regions	Karsten Vrangbaek	NA
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10763	Explaining voter&#8208;dealignment and declining membership in political parties using social	Steffen Mohrenberg	ETH Zurich
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10764	Governance networks in telecoms regulation: a multi-level comparison between Belgium and Switzerland	Karin Ingold	ZURICH, University of
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10764	Governance networks in telecoms regulation: a multi-level comparison between Belgium and Switzerland	Karin Ingold	ZURICH, University of
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10765	Expertise in crisis: Networking as governance mechanism in the	Alexander Kobusch	Universität Tübingen
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10766	Networking Peace?	Oliver Westerwinter	Universität St Gallen
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10767	Two-Mode Networks in Energy Efficiency Policy: Patterns of Policy Instruments and Stakeholder-Participation	Volker Schneider	Universität Konstanz
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10768	Network governance, community participation and urban regeneration. The cases of Madrid and Barcelona	Ismael Blanco	NA
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10769	Explaining decision-making structures in Swiss politics: A combination of SNA and QCA	Manuel Fischer	Universität Bern
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10770	Policy goals, policy positions and the outcomes of dynamic policy networks	Adrie Dassen	NA
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10771	It’s Transactions, Stupid! Networks of Czech Social Movement Organizations Twenty Years after Communism	Ondřej Císař	Charles University
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10772	Network Analysis in Protest and Repression Cycles in Reformist Iran 1997-2001	Mirjam Künkler	Princeton University
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10773	Promising results, opportunities and snags of historical social network analysis: Lessons from tracking and tracing elite networks behind global accounting rules and neoliberal hegemony	Dieter Plehwe	WZB Berlin Social Science Center
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10774	Regulatory networks and policy diffusion	Martino Maggetti	Université de Lausanne
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10776	Network Dynamics in the Politics of Climate Change	Christian Hirschi	NA
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10777	Joining forces and the likelihood of policy access: A multi-level network analysis of interest representation	Jan Beyers	Universiteit Antwerpen
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10778	Governance of Research Networks	Regina von Görtz	Universität Bremen
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10779	BIAs differentiation and the representation of business interests: a study on member circulation among business associations in Catalonia	Iván Medina	Universitat Autònoma de Barcelona
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10779	BIAs differentiation and the representation of business interests: a study on member circulation among business associations in Catalonia	Joaquim Molins	Universitat Autònoma de Barcelona
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10781	Comparing the impact of third-parties collective conflict management methods	Gaëlle Pellon	Université catholique de Louvain
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10782	Right-Wing Extremist Groups and Online Networks: Construction of Identity, Source of Mobilization and Organization	Manuela Caiani	Scuola Normale Superiore
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10783	(How) do regional interdependence networks evolve?	Simon Fink	Georg-August-Universität Göttingen
55	js-2010	1950	Network Governance and the Governance of Networks: Social Network Analysis in Political Science	10784	East Side Story: How Transnational Networks Contested EU Accession Conditionality	Cristina Parau	Universität Bremen
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10887	Mapping gender equality policy networks in the European Union	Petra Ahrens	Tampere University
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10888	Transnational Networks of Women’s NGOs and cooperation with Turkish State: Enhancement of Gender Democracy through Global Governance Structures in Turkey?	Anil Al-Rebholz	FRANKFURT, Johann Wolfgang Goethe-Universität
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10889	(Gender) Equality policies in young and eager institutions: the move towards a multiple inequalities and intersectionality approach in decentralised states	Eveline Cortier	GHENT University
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10889	(Gender) Equality policies in young and eager institutions: the move towards a multiple inequalities and intersectionality approach in decentralised states	Karen Celis	Vrije Universiteit Brussel
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10890	Multilevel Democracy Experiments in European Social Movements: Deliberative Politics and Culture in the European Public Sphere	Nicole Doerr	University of Copenhagen
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10891	“Gender-madness” in Austria? The implementation of the EU-directive on access to goods and services	Birgit Sauer	University of Vienna
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10891	“Gender-madness” in Austria? The implementation of the EU-directive on access to goods and services	Nora Gresch	VIENNA, University of
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10892	Gendering Participation: Intersectionality in current policy discourse	Cristiano Bee	Oxford Brookes University
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10892	Gendering Participation: Intersectionality in current policy discourse	Roberta Guerrina	University of Bristol
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10893	Towards a more democratic governance? Analysing transformations in Finnish policy-making processes from the gender perspective	Anne Maria Holli	University of Helsinki
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10894	Gender perspectives on democratic governance in the multi-level EU polity	Johanna Kantola	Tampere University
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10894	Gender perspectives on democratic governance in the multi-level EU polity	Yvonne Galligan	Queen's University Belfast
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10895	Gender balancing and gender mainstreaming in EU defense and security policy	Annica Kronsell	Lunds Universitet
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10896	The conditions for women’s advocacy in the European public sphere: theoretical considerations	Sabine Lang	University of Washington
55	js-2010	1951	Gender Perspectives on Democratic Governance in the Multi-level EU Polity	10897	Eurosceptics: Why women are weary of European integration	Heather MacRae	York University
